"All transactions for ktamas"
Date,Description,Currency,Amount,Type,Tags,Account,Status,kovacs.tamas.hun@gmail.com,"László Ratskó","Virág Zoltán"
2012-01-04,"Reggeli - Pékség",HUF,"+ 395.00",Expense,Breakfast,Pénztárca,Cleared,"Get 0.00",0.00,0.00
2012-01-03,"Vacsora - Pizza",HUF,"+ 1,600.00",Expense,Dinner,Pénztárca,Cleared,"Get 0.00",0.00,0.00
2012-01-03,"Ebéd - Avanti",HUF,"+ 1,500.00",Expense,Lunch,Pénztárca,Cleared,"Get 0.00",0.00,0.00
2012-01-03,"Reggeli - Pékség",HUF,"+ 200.00",Expense,Breakfast,Pénztárca,Cleared,"Get 0.00",0.00,0.00
2012-01-02,"From savings",HUF,"+ 10,000.00",Transfer,"From savings","Megtakarítás -> Pénztárca",Cleared,"Get 0.00",0.00,0.00
2012-01-02,"Transfer From: Credit Card",HUF,"+ 1,759.00",Transfer,"To Paypal","OTP -> Paypal",Cleared,"Get 0.00",0.00,0.00
2012-01-02,"Steam: Portal 2",HUF,"+ 1,842.00",Expense,"Games,Hungarian",Paypal,Cleared,"Get 0.00",0.00,0.00
2012-01-02,"To OTP",HUF,"+ 10,000.00",Transfer,"To OTP","Pénztárca -> OTP",Cleared,"Get 0.00",0.00,0.00
2012-01-01,"Ebéd - Avanti",HUF,"+ 1,200.00",Expense,Lunch,Pénztárca,Cleared,"Get 0.00",0.00,0.00
2012-01-01,"Vacsora - Pizza",HUF,"+ 1,400.00",Expense,Dinner,Pénztárca,Cleared,"Get 0.00",0.00,0.00
2011-12-31,"To wallet",HUF,"+ 10,000.00",Transfer,"To wallet","Kézpénz -> Pénztárca",Cleared,"Get 0.00",0.00,0.00
2011-12-31,Zsebkendő,HUF,"+ 100.00",Expense,"Personal Care",Pénztárca,Cleared,"Get 0.00",0.00,0.00
2011-12-31,Kisbolt,HUF,"+ 1,135.00",Expense,Grocery,Pénztárca,Cleared,"Get 0.00",0.00,0.00
2011-12-31,"Szilveszterre rágcsa",HUF,"+ 875.00",Expense,Party,Pénztárca,Cleared,"Get 0.00",0.00,0.00
2011-12-30,"To wallet",HUF,"+ 10,000.00",Transfer,"To wallet","Kézpénz -> Pénztárca",Cleared,"Get 0.00",0.00,0.00
2011-12-30,Pezsgő,HUF,"+ 750.00",Expense,Party,Pénztárca,Cleared,"Get 0.00",0.00,0.00
2011-12-30,Papírtörlő,HUF,"+ 260.00",Expense,"Shopping » Grooming",Pénztárca,Cleared,"Get 0.00",0.00,0.00
2011-12-30,"Wc papír, Spray",HUF,"+ 2,820.00",Expense,"Personal Care",Pénztárca,Cleared,"Get 0.00",0.00,0.00
2011-12-30,Tesco,HUF,"+ 2,320.00",Expense,Grocery,Pénztárca,Cleared,"Get 0.00",0.00,0.00
2011-12-30,"Ebéd - Menü Étterem",HUF,"+ 715.00",Expense,Lunch,Pénztárca,Cleared,"Get 0.00",0.00,0.00
2011-12-30,"Reggeli - Kisbolt",HUF,"+ 270.00",Expense,Breakfast,Pénztárca,Cleared,"Get 0.00",0.00,0.00
2011-12-30,Villanyszámla,HUF,"+ 4,175.00",Expense,Electricity,Pénztárca,Cleared,"Get 0.00",0.00,0.00
2011-12-29,Tesco,HUF,"+ 560.00",Expense,Grocery,Pénztárca,Cleared,"Get 0.00",0.00,0.00
2011-12-29,"Ebéd - Don Pepe",HUF,"+ 1,350.00",Expense,Lunch,Pénztárca,Cleared,"Get 0.00",0.00,0.00
2011-12-29,Coldrex,HUF,"+ 1,430.00",Expense,Pharmacy,Pénztárca,Cleared,"Get 0.00",0.00,0.00
2011-12-28,"Vacsora - Pizza",HUF,"+ 1,400.00",Expense,Dinner,Pénztárca,Cleared,"Get 0.00",0.00,0.00
2011-12-28,"Reggeli - Kisbolt",HUF,"+ 205.00",Expense,Breakfast,Pénztárca,Cleared,"Get 0.00",0.00,0.00
2011-12-27,"Vacsora - KFC",HUF,"+ 1,100.00",Expense,Dinner,Pénztárca,Cleared,"Get 0.00",0.00,0.00
2011-12-27,Marcipán,HUF,"+ 735.00",Expense,Grocery,Pénztárca,Cleared,"Get 0.00",0.00,0.00
2011-12-27,"Adri Szamosi kávézó",HUF,"+ 1,000.00",Expense,Cafe,Pénztárca,Cleared,"Get 0.00",0.00,0.00
2011-12-27,"Ebéd - Avanti",HUF,"+ 1,400.00",Expense,Lunch,Pénztárca,Cleared,"Get 0.00",0.00,0.00
2011-12-27,"Reggeli - Kisbolt",HUF,"+ 215.00",Expense,Breakfast,Pénztárca,Cleared,"Get 0.00",0.00,0.00
2011-12-26,"To savings",HUF,"+ 40,000.00",Transfer,"To savings","Kézpénz -> Megtakarítás",Cleared,"Get 0.00",0.00,0.00
2011-12-26,Vonatjegy,HUF,"+ 1,650.00",Expense,"Public Transport",Pénztárca,Cleared,"Get 0.00",0.00,0.00
2011-12-26,Taxi,HUF,"+ 2,600.00",Expense,"Public Transport,Taxi",Pénztárca,Cleared,"Get 0.00",0.00,0.00
2011-12-23,Internet,HUF,"+ 5,225.00",Expense,Internet,Pénztárca,Cleared,"Get 0.00",0.00,0.00
2011-12-23,"Vacsora - Pizza",HUF,"+ 1,400.00",Expense,Dinner,Pénztárca,Cleared,"Get 0.00",0.00,0.00
2011-12-23,"Ebéd - KFC",HUF,"+ 1,300.00",Expense,Lunch,Pénztárca,Cleared,"Get 0.00",0.00,0.00
2011-12-23,Farmer,HUF,"+ 6,990.00",Expense,Clothing,Pénztárca,Cleared,"Get 0.00",0.00,0.00
2011-12-22,Prémium,HUF,"+ 35,000.00",Income,Premium,Kézpénz,Cleared,"Get 0.00",0.00,0.00
2011-12-22,"Vacsora - Pizza",HUF,"+ 1,300.00",Expense,Dinner,Pénztárca,Cleared,"Get 0.00",0.00,0.00
2011-12-22,"Lepedő, ágynemű",HUF,"+ 6,180.00",Expense,"Home Improvement",Pénztárca,Cleared,"Get 0.00",0.00,0.00
2011-12-21,"Karácsonyi ajándékok + csomagolás",HUF,"+ 4,350.00",Expense,Gifts,Pénztárca,Cleared,"Get 0.00",0.00,0.00
2011-12-21,Kesztyű,HUF,"+ 2,400.00",Expense,Clothing,Pénztárca,Cleared,"Get 0.00",0.00,0.00
2011-12-21,Sik,HUF,"+ 1,580.00",Expense,"Personal Care",Pénztárca,Cleared,"Get 0.00",0.00,0.00
2011-12-21,Tesco,HUF,"+ 650.00",Expense,Grocery,Pénztárca,Cleared,"Get 0.00",0.00,0.00
2011-12-20,"Reggeli - Pékség",HUF,"+ 4,600.00",Expense,"Breakfast,Balance",Kézpénz,Cleared,"Get 0.00",0.00,0.00
2011-12-19,"Payment For: Janos Szolnoki",HUF,"+ 700.00",Expense,Gifts,Paypal,Cleared,"Get 0.00",0.00,0.00
2011-12-18,Olajsütő,HUF,"+ 6,490.00",Expense,Gifts,Pénztárca,Cleared,"Get 0.00",0.00,0.00
2011-12-18,Arcradír,HUF,"+ 980.00",Expense,"Personal Care",Pénztárca,Cleared,"Get 0.00",0.00,0.00
2011-12-18,Tesco,HUF,"+ 4,840.00",Expense,Grocery,Pénztárca,Cleared,"Get 0.00",0.00,0.00
2011-12-18,Vodafone,HUF,"+ 3,000.00",Expense,Phone,Pénztárca,Cleared,"Get 0.00",0.00,0.00
2011-12-18,Cipőápoló,HUF,"+ 1,190.00",Expense,"Shopping » Grooming",Pénztárca,Cleared,"Get 0.00",0.00,0.00
2011-12-18,Pénztárca,HUF,"+ 3,990.00",Expense,Clothing,Pénztárca,Cleared,"Get 0.00",0.00,0.00
2011-12-17,"BKV jegy",HUF,"+ 1,280.00",Expense,"Public Transport",Pénztárca,Cleared,"Get 0.00",0.00,0.00
2011-12-16,"Közös költség",HUF,"+ 13,000.00",Expense,"Community fee",Pénztárca,Cleared,"Get 0.00",0.00,0.00
2011-12-16,Kisbolt,HUF,"+ 270.00",Expense,Grocery,Pénztárca,Cleared,"Get 0.00",0.00,0.00
2011-12-15,"Ebéd - KFC",HUF,"+ 1,100.00",Expense,Lunch,Pénztárca,Cleared,"Get 0.00",0.00,0.00
2011-12-15,Kisbolt,HUF,"+ 290.00",Expense,Grocery,Pénztárca,Cleared,"Get 0.00",0.00,0.00
2011-12-15,"BKV Bérlet",HUF,"+ 1,850.00",Expense,"Public Transport",Pénztárca,Cleared,"Get 0.00",0.00,0.00
2011-12-14,"Payment To: Habostorta Kft.",HUF,"+ 1,140.00",Expense,"Web & IT",Paypal,Cleared,"Get 0.00",0.00,0.00
2011-12-14,Kisbolt,HUF,"+ 545.00",Expense,Grocery,Pénztárca,Cleared,"Get 0.00",0.00,0.00
2011-12-14,"Ebéd - Avanti",HUF,"+ 1,180.00",Expense,Lunch,Pénztárca,Cleared,"Get 0.00",0.00,0.00
2011-12-12,"Ebéd - Avanti",HUF,"+ 1,180.00",Expense,Lunch,Pénztárca,Cleared,"Get 0.00",0.00,0.00
2011-12-11,Tesco,HUF,"+ 4,775.00",Expense,Grocery,Pénztárca,Cleared,"Get 0.00",0.00,0.00
2011-12-11,Sik,HUF,"+ 1,580.00",Expense,"Personal Care",Pénztárca,Cleared,"Get 0.00",0.00,0.00
2011-12-10,"Ebéd - Avanti",HUF,"+ 1,200.00",Expense,Lunch,Pénztárca,Cleared,"Get 0.00",0.00,0.00
2011-12-09,Fodrász,HUF,"+ 1,500.00",Expense,Hair,Pénztárca,Cleared,"Get 0.00",0.00,0.00
2011-12-08,Sör,HUF,"+ 305.00",Expense,Grocery,Pénztárca,Cleared,"Get 0.00",0.00,0.00
2011-12-08,"WC papír",HUF,"+ 275.00",Expense,"Shopping » Grooming",Pénztárca,Cleared,"Get 0.00",0.00,0.00
2011-12-08,"Ebéd - Avanti",HUF,"+ 1,200.00",Expense,Lunch,Pénztárca,Cleared,"Get 0.00",0.00,0.00
2011-12-08,"Ebéd - KFC",HUF,"+ 1,100.00",Expense,Lunch,Pénztárca,Cleared,"Get 0.00",0.00,0.00
2011-12-07,"Ebéd - Avanti",HUF,"+ 1,300.00",Expense,Lunch,Pénztárca,Cleared,"Get 0.00",0.00,0.00
2011-12-05,Balance,HUF,"+ 12,298.00",Expense,Balance,Kézpénz,Cleared,"Get 0.00",0.00,0.00
2011-12-05,"To wallet",HUF,"+ 386,985.00",Transfer,"To wallet","Kézpénz -> Pénztárca",Cleared,"Get 0.00",0.00,0.00
2011-12-05,Lakbér,HUF,"+ 50,000.00",Expense,Rent,Pénztárca,Cleared,"Get 0.00",0.00,0.00
2011-12-05,"Ebéd - KFC",HUF,"+ 1,100.00",Expense,Lunch,Pénztárca,Cleared,"Get 0.00",0.00,0.00
2011-12-05,Kisbolt,HUF,"+ 1,045.00",Expense,Grocery,Pénztárca,Cleared,"Get 0.00",0.00,0.00
2011-12-05,"To savings",HUF,"+ 60,000.00",Transfer,"To savings","Kézpénz -> Megtakarítás",Cleared,"Get 0.00",0.00,0.00
2011-12-05,Fizetés,HUF,"+ 208,000.00",Income,Sallary,Kézpénz,Cleared,"Get 0.00",0.00,0.00
2011-12-04,Tesco,HUF,"+ 3,515.00",Expense,Grocery,Pénztárca,Cleared,"Get 0.00",0.00,0.00
2011-12-04,Égő,HUF,"+ 200.00",Expense,"Home Improvement",Pénztárca,Cleared,"Get 0.00",0.00,0.00
2011-12-04,Öblítő,HUF,"+ 1,090.00",Expense,"Shopping » Grooming",Pénztárca,Cleared,"Get 0.00",0.00,0.00
2011-12-03,"Vacsora - Pizza",HUF,"+ 1,400.00",Expense,Dinner,Pénztárca,Cleared,"Get 0.00",0.00,0.00
2011-12-02,"Vacsora - Pizza",HUF,"+ 1,000.00",Expense,Dinner,Pénztárca,Cleared,"Get 0.00",0.00,0.00
2011-12-02,"Ebéd - McDonalds",HUF,"+ 1,570.00",Expense,Lunch,Pénztárca,Cleared,"Get 0.00",0.00,0.00
2011-12-01,Balance,HUF,"+ 3,177.00",Expense,Balance,Paypal,Cleared,"Get 0.00",0.00,0.00
2011-12-01,Díjbeszedő,HUF,"+ 8,300.00",Expense,"Water fee",Pénztárca,Cleared,"Get 0.00",0.00,0.00
2011-12-01,Nyomtatás,HUF,"+ 1,730.00",Expense,University,Pénztárca,Cleared,"Get 0.00",0.00,0.00
2011-12-01,"Ebéd - KFC",HUF,"+ 1,100.00",Expense,Lunch,Pénztárca,Cleared,"Get 0.00",0.00,0.00
2011-11-30,Balance,HUF,"+ 8,689.00",Expense,Balance,OTP,Cleared,"Get 0.00",0.00,0.00
2011-11-30,"Ebéd - Avanti",HUF,"+ 1,230.00",Expense,Lunch,Pénztárca,Cleared,"Get 0.00",0.00,0.00
2011-11-28,Tandíj,HUF,"+ 69,000.00",Expense,University,Pénztárca,Cleared,"Get 0.00",0.00,0.00
2011-11-28,Rossmann,HUF,"+ 3,355.00",Expense,"Personal Care",Pénztárca,Cleared,"Get 0.00",0.00,0.00
2011-11-28,"Ebéd - Avanti",HUF,"+ 1,230.00",Expense,Lunch,Pénztárca,Cleared,"Get 0.00",0.00,0.00
2011-11-26,Vonatjegy,HUF,"+ 1,650.00",Expense,"Public Transport",Pénztárca,Cleared,"Get 0.00",0.00,0.00
2011-11-24,Kisbolt,HUF,"+ 365.00",Expense,Grocery,Pénztárca,Cleared,"Get 0.00",0.00,0.00
2011-11-24,"Ebéd - McDonalds",HUF,"+ 2,020.00",Expense,Lunch,Pénztárca,Cleared,"Get 0.00",0.00,0.00
2011-11-23,Villanyszámla,HUF,"+ 4,000.00",Expense,Electricity,Pénztárca,Cleared,"Get 0.00",0.00,0.00
2011-11-22,Balance,HUF,"+ 12,297.00",Expense,Balance,Kézpénz,Cleared,"Get 0.00",0.00,0.00
2011-11-22,"Reggeli - Pékség",HUF,"+ 4,600.00",Expense,Breakfast,Kézpénz,Cleared,"Get 0.00",0.00,0.00
2011-11-21,"Ebéd - Avanti",HUF,"+ 1,230.00",Expense,Lunch,Pénztárca,Cleared,"Get 0.00",0.00,0.00
2011-11-20,Mosogatószivacs,HUF,"+ 140.00",Expense,"Shopping » Grooming",Pénztárca,Cleared,"Get 0.00",0.00,0.00
2011-11-20,"Fogkefe, fogkrém, spray",HUF,"+ 1,645.00",Expense,"Personal Care",Pénztárca,Cleared,"Get 0.00",0.00,0.00
2011-11-20,Tesco,HUF,"+ 2,940.00",Expense,Grocery,Pénztárca,Cleared,"Get 0.00",0.00,0.00
2011-11-19,"Ebéd - Avanti",HUF,"+ 1,240.00",Expense,Lunch,Pénztárca,Cleared,"Get 0.00",0.00,0.00
2011-11-18,"Ebéd - Don Pepe",HUF,"+ 1,310.00",Expense,Lunch,Pénztárca,Cleared,"Get 0.00",0.00,0.00
2011-11-17,"Ebéd - Avanti",HUF,"+ 1,230.00",Expense,Lunch,Pénztárca,Cleared,"Get 0.00",0.00,0.00
2011-11-16,Fogkefe,HUF,"+ 1,655.00",Expense,"Personal Care",Pénztárca,Cleared,"Get 0.00",0.00,0.00
2011-11-16,"Égő, elem",HUF,"+ 795.00",Expense,"Home Improvement",Pénztárca,Cleared,"Get 0.00",0.00,0.00
2011-11-16,"Ebéd - Menü étterem",HUF,"+ 690.00",Expense,Lunch,Pénztárca,Cleared,"Get 0.00",0.00,0.00
2011-11-16,Vodafone,HUF,"+ 3,000.00",Expense,Phone,Pénztárca,Cleared,"Get 0.00",0.00,0.00
2011-11-16,Algoflex,HUF,"+ 1,060.00",Expense,Pharmacy,Pénztárca,Cleared,"Get 0.00",0.00,0.00
2011-11-14,"Ebéd - Avanti",HUF,"+ 1,240.00",Expense,Lunch,Pénztárca,Cleared,"Get 0.00",0.00,0.00
2011-11-13,Spar,HUF,"+ 4,350.00",Expense,Grocery,Pénztárca,Cleared,"Get 0.00",0.00,0.00
2011-11-12,"Mozi - Hallhatatlanok",HUF,"+ 1,800.00",Expense,Cinema,Pénztárca,Cleared,"Get 0.00",0.00,0.00
2011-11-12,"Ebéd - Pizza",HUF,"+ 1,000.00",Expense,Lunch,Pénztárca,Cleared,"Get 0.00",0.00,0.00
2011-11-11,Kisbolt,HUF,"+ 1,175.00",Expense,Grocery,Pénztárca,Cleared,"Get 0.00",0.00,0.00
2011-11-10,"Közös költség",HUF,"+ 13,000.00",Expense,"Community fee",Pénztárca,Cleared,"Get 0.00",0.00,0.00
2011-11-10,"Ebéd - Pizza",HUF,"+ 1,000.00",Expense,Lunch,Pénztárca,Cleared,"Get 0.00",0.00,0.00
2011-11-09,"Ebéd - Avanti",HUF,"+ 1,230.00",Expense,Lunch,Pénztárca,Cleared,"Get 0.00",0.00,0.00
2011-11-08,Boxer,HUF,"+ 1,600.00",Expense,Clothing,Pénztárca,Cleared,"Get 0.00",0.00,0.00
2011-11-07,"Ebéd - Menü étterem",HUF,"+ 1,075.00",Expense,Lunch,Pénztárca,Cleared,"Get 0.00",0.00,0.00
2011-11-07,"Ebéd - Pizza",HUF,"+ 1,300.00",Expense,Lunch,Pénztárca,Cleared,"Get 0.00",0.00,0.00
2011-11-06,Internet,HUF,"+ 10,045.00",Expense,Internet,Pénztárca,Cleared,"Get 0.00",0.00,0.00
2011-11-06,"Ebéd - KFC",HUF,"+ 1,100.00",Expense,Lunch,Pénztárca,Cleared,"Get 0.00",0.00,0.00
2011-11-05,Lakbér,HUF,"+ 50,000.00",Expense,Rent,Pénztárca,Cleared,"Get 0.00",0.00,0.00
2011-11-05,"Ebéd - Don Pepe",HUF,"+ 1,070.00",Expense,Lunch,Pénztárca,Cleared,"Get 0.00",0.00,0.00
2011-11-05,"Ebéd - KFC",HUF,"+ 700.00",Expense,Lunch,Pénztárca,Cleared,"Get 0.00",0.00,0.00
2011-11-05,"To savings",HUF,"+ 60,000.00",Transfer,"To savings","Kézpénz -> Megtakarítás",Cleared,"Get 0.00",0.00,0.00
2011-11-05,Fizetés,HUF,"+ 250,000.00",Income,Sallary,Kézpénz,Cleared,"Get 0.00",0.00,0.00
2011-11-03,Kisbolt,HUF,"+ 260.00",Expense,Grocery,Pénztárca,Cleared,"Get 0.00",0.00,0.00
2011-11-03,Számológép,HUF,"+ 4,140.00",Expense,Electronics,Pénztárca,Cleared,"Get 0.00",0.00,0.00
2011-11-03,"Ebéd - McDonalds",HUF,"+ 1,610.00",Expense,Lunch,Pénztárca,Cleared,"Get 0.00",0.00,0.00
2011-11-02,Kisbolt,HUF,"+ 650.00",Expense,Grocery,Pénztárca,Cleared,"Get 0.00",0.00,0.00
2011-10-30,"Ebéd - Avanti",HUF,"+ 1,240.00",Expense,Lunch,Pénztárca,Cleared,"Get 0.00",0.00,0.00
2011-10-30,Ebéd,HUF,"+ 1,180.00",Expense,Lunch,Pénztárca,Cleared,"Get 0.00",0.00,0.00
2011-10-27,"Ebéd - Pizza",HUF,"+ 1,350.00",Expense,Lunch,Pénztárca,Cleared,"Get 0.00",0.00,0.00
2011-10-27,"Ebéd - Avanti",HUF,"+ 1,240.00",Expense,Lunch,Pénztárca,Cleared,"Get 0.00",0.00,0.00
2011-10-26,Tusfürdő,HUF,"+ 500.00",Expense,"Personal Care",Pénztárca,Cleared,"Get 0.00",0.00,0.00
2011-10-26,Napszemüveg,HUF,"+ 1,990.00",Expense,Clothing,Pénztárca,Cleared,"Get 0.00",0.00,0.00
2011-10-26,Ebéd,HUF,"+ 1,760.00",Expense,Lunch,Pénztárca,Cleared,"Get 0.00",0.00,0.00
2011-10-25,Villanyszámla,HUF,"+ 4,000.00",Expense,Electricity,Pénztárca,Cleared,"Get 0.00",0.00,0.00
2011-10-24,"Vacsora - Kínai",HUF,"+ 580.00",Expense,"Dinner,Chinese food",Pénztárca,Cleared,"Get 0.00",0.00,0.00
2011-10-23,"Randi - Kávé mozi után",HUF,"+ 2,000.00",Expense,Cafe,Pénztárca,Cleared,"Get 0.00",0.00,0.00
2011-10-23,"Randi - Mozi",HUF,"+ 2,180.00",Expense,Cinema,Pénztárca,Cleared,"Get 0.00",0.00,0.00
2011-10-22,"Mobil feltöltés",HUF,"+ 3,000.00",Expense,Phone,Pénztárca,Cleared,"Get 0.00",0.00,0.00
2011-10-22,Gyógyszertár,HUF,"+ 3,510.00",Expense,Pharmacy,Pénztárca,Cleared,"Get 0.00",0.00,0.00
2011-10-22,Rossmann,HUF,"+ 1,445.00",Expense,"Personal Care",Pénztárca,Cleared,"Get 0.00",0.00,0.00
2011-10-21,Reggelik,HUF,"+ 3,750.00",Expense,Breakfast,Pénztárca,Cleared,"Get 0.00",0.00,0.00
2011-10-21,"To OTP",HUF,"+ 3,000.00",Transfer,"To OTP","Pénztárca -> OTP",Cleared,"Get 0.00",0.00,0.00
2011-10-21,Anyáéknak,HUF,"+ 7,000.00",Expense,"To Mums",Pénztárca,Cleared,"Get 0.00",0.00,0.00
2011-10-21,Közösköltség,HUF,"+ 8,000.00",Expense,"Community fee",Pénztárca,Cleared,"Get 0.00",0.00,0.00
2011-10-21,Rossmann,HUF,"+ 5,345.00",Expense,"Shopping » Grooming",Pénztárca,Cleared,"Get 0.00",0.00,0.00
2011-10-21,"Ebéd - Avanti",HUF,"+ 990.00",Expense,Lunch,Pénztárca,Cleared,"Get 0.00",0.00,0.00
2011-10-20,"Vacsora - KFC",HUF,"+ 1,250.00",Expense,Dinner,Pénztárca,Cleared,"Get 0.00",0.00,0.00
2011-10-18,"Vacsora - McDonalds",HUF,"+ 1,140.00",Expense,Dinner,Pénztárca,Cleared,"Get 0.00",0.00,0.00
2011-10-17,"Ebéd - Avanti",HUF,"+ 1,110.00",Expense,Lunch,Pénztárca,Cleared,"Get 0.00",0.00,0.00
2011-10-17,Internet,HUF,"+ 5,020.00",Expense,Internet,Pénztárca,Cleared,"Get 0.00",0.00,0.00
2011-10-16,"Randi - Frei Cafe",HUF,"+ 1,590.00",Expense,Cafe,Pénztárca,Cleared,"Get 0.00",0.00,0.00
2011-10-16,Kisbolt,HUF,"+ 525.00",Expense,Grocery,Pénztárca,Cleared,"Get 0.00",0.00,0.00
2011-10-15,Ruha,HUF,"+ 9,480.00",Expense,Clothing,Pénztárca,Cleared,"Get 0.00",0.00,0.00
2011-10-14,"Vacsora - Pizza",HUF,"+ 1,400.00",Expense,Dinner,Pénztárca,Cleared,"Get 0.00",0.00,0.00
2011-10-14,"Ebéd - McDonalds",HUF,"+ 1,320.00",Expense,Lunch,Pénztárca,Cleared,"Get 0.00",0.00,0.00
2011-10-13,"Ebéd - Avanti",HUF,"+ 1,000.00",Expense,Lunch,Pénztárca,Cleared,"Get 0.00",0.00,0.00
2011-10-13,"Reggeli - Kisbolt",HUF,"+ 265.00",Expense,Breakfast,Pénztárca,Cleared,"Get 0.00",0.00,0.00
2011-10-13,Bolt,HUF,"+ 260.00",Expense,Grocery,Pénztárca,Cleared,"Get 0.00",0.00,0.00
2011-10-13,"Vacsora - McDonalds",HUF,"+ 1,160.00",Expense,Dinner,Pénztárca,Cleared,"Get 0.00",0.00,0.00
2011-10-11,Kisbolt,HUF,"+ 1,065.00",Expense,Grocery,Pénztárca,Cleared,"Get 0.00",0.00,0.00
2011-10-10,"To Wallet",HUF,"+ 151,220.00",Transfer,"To wallet","Kézpénz -> Pénztárca",Cleared,"Get 0.00",0.00,0.00
2011-10-10,"Fenivit kenőcs",HUF,"+ 1,235.00",Expense,Pharmacy,Pénztárca,Cleared,"Get 0.00",0.00,0.00
2011-10-10,"Ebéd - Avanti",HUF,"+ 1,000.00",Expense,Lunch,Pénztárca,Cleared,"Get 0.00",0.00,0.00
2011-10-09,Kisbolt,HUF,"+ 1,295.00",Expense,Grocery,Pénztárca,Cleared,"Get 0.00",0.00,0.00
2011-10-09,"Vacsora - Kisbolt",HUF,"+ 665.00",Expense,Dinner,Pénztárca,Cleared,"Get 0.00",0.00,0.00
2011-10-07,"Ebéd - McDonalds",HUF,"+ 1,310.00",Expense,Lunch,Pénztárca,Cleared,"Get 0.00",0.00,0.00
2011-10-05,Lakbér,HUF,"+ 50,000.00",Expense,Rent,Pénztárca,Cleared,"Get 0.00",0.00,0.00
2011-10-05,"To savings",HUF,"+ 50,000.00",Transfer,"To savings","Megtakarítás -> Kézpénz",Cleared,"Get 0.00",0.00,0.00
2011-10-05,Fizetés,HUF,"+ 209,000.00",Income,Sallary,Kézpénz,Cleared,"Get 0.00",0.00,0.00
2011-10-04,"Webes vásárlás",HUF,"+ 13,330.00",Expense,"Web & IT",Pénztárca,Cleared,"Get 0.00",0.00,0.00
2011-10-04,Rossmann,HUF,"+ 3,095.00",Expense,"Personal Care",Pénztárca,Cleared,"Get 0.00",0.00,0.00
2011-10-03,Posta,HUF,"+ 320.00",Expense,"To Mums",Pénztárca,Cleared,"Get 0.00",0.00,0.00
2011-10-03,Learntosaveup.com,HUF,"+ 3,750.00",Expense,Usoft,Pénztárca,Cleared,"Get 0.00",0.00,0.00
2011-10-03,Usoft.eu,HUF,"+ 3,750.00",Expense,Usoft,Pénztárca,Cleared,"Get 0.00",0.00,0.00
2011-10-01,Spar,HUF,"+ 1,875.00",Expense,Grocery,Pénztárca,Cleared,"Get 0.00",0.00,0.00
2011-09-29,"Reggeli - Pékség",HUF,"+ 300.00",Expense,Breakfast,Pénztárca,Cleared,"Get 0.00",0.00,0.00
2011-09-27,"To wallet",HUF,"+ 10,000.00",Transfer,"To wallet","Kézpénz -> Pénztárca",Cleared,"Get 0.00",0.00,0.00
2011-09-27,"Ebéd - Kisbolt",HUF,"+ 985.00",Expense,Lunch,Pénztárca,Cleared,"Get 0.00",0.00,0.00
2011-09-27,"Vacsora - Kisbolt",HUF,"+ 630.00",Expense,Dinner,Pénztárca,Cleared,"Get 0.00",0.00,0.00
2011-09-27,"Reggeli - Pékség",HUF,"+ 265.00",Expense,Breakfast,Pénztárca,Cleared,"Get 0.00",0.00,0.00
2011-09-27,"Ebéd - Avanti",HUF,"+ 990.00",Expense,Lunch,Pénztárca,Cleared,"Get 0.00",0.00,0.00
2011-09-26,"Vacsora - Kínai",HUF,"+ 680.00",Expense,"Dinner,Chinese food",Pénztárca,Cleared,"Get 0.00",0.00,0.00
2011-09-26,"Ebéd - Avanti",HUF,"+ 1,000.00",Expense,Lunch,Pénztárca,Cleared,"Get 0.00",0.00,0.00
2011-09-26,"Reggeli - Pékség",HUF,"+ 200.00",Expense,Breakfast,Pénztárca,Cleared,"Get 0.00",0.00,0.00
2011-09-26,Díjbeszedő,HUF,"+ 6,100.00",Expense,"Water fee",Pénztárca,Cleared,"Get 0.00",0.00,0.00
2011-09-26,Villanyszámla,HUF,"+ 4,300.00",Expense,Electricity,Pénztárca,Cleared,"Get 0.00",0.00,0.00
2011-09-25,"Reggeli - Kisbolt",HUF,"+ 445.00",Expense,Breakfast,Pénztárca,Cleared,"Get 0.00",0.00,0.00
2011-09-24,Kisbolt,HUF,"+ 2,165.00",Expense,Grocery,Pénztárca,Cleared,"Get 0.00",0.00,0.00
2011-09-23,"Vacsora - Pizza",HUF,"+ 1,000.00",Expense,Dinner,Pénztárca,Cleared,"Get 0.00",0.00,0.00
2011-09-23,"Ebéd - McDonalds",HUF,"+ 700.00",Expense,Lunch,Pénztárca,Cleared,"Get 0.00",0.00,0.00
2011-09-23,Tanszerek,HUF,"+ 3,000.00",Expense,University,Pénztárca,Cleared,"Get 0.00",0.00,0.00
2011-09-22,"To mums",HUF,"+ 10,000.00",Expense,"To Mums",Pénztárca,Cleared,"Get 0.00",0.00,0.00
2011-09-22,"Ebéd - Tesco",HUF,"+ 330.00",Expense,Lunch,Pénztárca,Cleared,"Get 0.00",0.00,0.00
2011-09-22,Martini,HUF,"+ 1,290.00",Expense,Party,Pénztárca,Cleared,"Get 0.00",0.00,0.00
2011-09-22,"Iwebs office - Cukor",HUF,"+ 260.00",Expense,"Iwebs Office",Pénztárca,Cleared,"Get 0.00",0.00,0.00
2011-09-21,"Vacsora - Kisbolt",HUF,"+ 625.00",Expense,Dinner,Pénztárca,Cleared,"Get 0.00",0.00,0.00
